,ID,Date,Block,Primary Type,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Community Areas,Wards
247,11729845,06/20/2019 5:26:00 PM,091XX S EUCLID AVE,BURGLARY,RESIDENCE-GARAGE,FALSE,FALSE,413,4,8,48,,,2019,06/27/2019 4:09:07 PM,,,,
248,11729631,06/20/2019 5:25:00 PM,079XX S RHODES AVE,BATTERY,SIDEWALK,FALSE,FALSE,624,6,6,44,,,2019,06/27/2019 4:09:07 PM,,,,
249,11729623,06/20/2019 5:25:00 PM,047XX S DR MARTIN LUTHER KING JR DR,BATTERY,STREET,TRUE,FALSE,223,2,3,38,,,2019,06/27/2019 4:09:07 PM,,,,
250,11729504,06/20/2019 5:21:00 PM,038XX W ROOSEVELT RD,NARCOTICS,SIDEWALK,TRUE,FALSE,1011,10,24,29,,,2019,06/27/2019 4:09:07 PM,,,,
251,11730214,06/20/2019 5:18:00 PM,001XX W ERIE ST,THEFT,SIDEWALK,FALSE,FALSE,1832,18,42,8,,,2019,06/27/2019 4:09:07 PM,,,,
252,11729589,06/20/2019 5:17:00 PM,025XX N MILWAUKEE AVE,BATTERY,CTA GARAGE / OTHER PROPERTY,FALSE,FALSE,1414,14,32,22,,,2019,06/27/2019 4:09:07 PM,,,,
253,11729808,06/20/2019 5:15:00 PM,052XX W JACKSON BLVD,BATTERY,SIDEWALK,FALSE,TRUE,1522,15,29,25,,,2019,06/27/2019 4:09:07 PM,,,,
254,11729525,06/20/2019 5:15:00 PM,008XX W 103RD ST,NARCOTICS,STREET,TRUE,FALSE,2232,22,34,73,,,2019,06/27/2019 4:09:07 PM,,,,
255,11730793,06/20/2019 5:15:00 PM,005XX W RANDOLPH ST,THEFT,RESTAURANT,FALSE,FALSE,121,1,42,28,,,2019,06/27/2019 4:09:07 PM,,,,
259,11729622,06/20/2019 5:10:00 PM,020XX W 69TH ST,BATTERY,RESIDENCE,FALSE,TRUE,726,7,16,67,,,2019,06/27/2019 4:09:07 PM,,,,
260,11730422,06/20/2019 5:08:00 PM,068XX N SEELEY AVE,BATTERY,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2411,24,50,2,,,2019,06/27/2019 4:09:07 PM,,,,
261,11729587,06/20/2019 5:05:00 PM,044XX N BROADWAY,THEFT,DEPARTMENT STORE,TRUE,FALSE,1913,19,46,3,,,2019,06/27/2019 4:09:07 PM,,,,
265,11730139,06/20/2019 5:00:00 PM,066XX N MOZART ST,THEFT,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2412,24,50,2,,,2019,06/27/2019 4:09:07 PM,,,,
267,11730317,06/20/2019 5:00:00 PM,014XX W 15TH ST,BURGLARY,CONSTRUCTION SITE,FALSE,FALSE,1233,12,28,28,,,2019,06/27/2019 4:09:07 PM,,,,
268,11730596,06/20/2019 5:00:00 PM,079XX S LOOMIS BLVD,DECEPTIVE PRACTICE,STREET,FALSE,FALSE,612,6,21,71,,,2019,06/27/2019 4:09:07 PM,,,,
269,11730475,06/20/2019 5:00:00 PM,084XX S HOLLAND RD,THEFT,DEPARTMENT STORE,FALSE,FALSE,622,6,21,44,,,2019,06/27/2019 4:09:07 PM,,,,
270,11735651,06/20/2019 5:00:00 PM,015XX W RANDOLPH ST,BATTERY,PARK PROPERTY,FALSE,FALSE,1224,12,27,28,,,2019,06/27/2019 4:09:07 PM,,,,
271,11729577,06/20/2019 4:55:00 PM,002XX W 87TH ST,THEFT,APPLIANCE STORE,TRUE,FALSE,622,6,21,44,,,2019,06/27/2019 4:09:07 PM,,,,
275,11730418,06/20/2019 4:50:00 PM,005XX E 51ST ST,BATTERY,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,223,2,3,38,,,2019,06/27/2019 4:09:07 PM,,,,
277,11734085,06/20/2019 4:46:00 PM,087XX S ESCANABA AVE,THEFT,APARTMENT,FALSE,FALSE,423,4,10,46,,,2019,06/27/2019 4:09:07 PM,,,,
278,11730795,06/20/2019 4:45:00 PM,031XX N MASON AVE,DECEPTIVE PRACTICE,CONVENIENCE STORE,FALSE,FALSE,2514,25,30,19,,,2019,06/27/2019 4:09:07 PM,,,,
280,11729610,06/20/2019 4:42:00 PM,083XX S EXCHANGE AVE,WEAPONS VIOLATION,STREET,TRUE,FALSE,424,4,7,46,,,2019,06/27/2019 4:09:07 PM,,,,
281,11729522,06/20/2019 4:41:00 PM,095XX S DOBSON AVE,WEAPONS VIOLATION,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,511,5,8,50,,,2019,06/27/2019 4:09:07 PM,,,,
282,11729518,06/20/2019 4:41:00 PM,013XX N KILDARE AVE,BATTERY,STREET,FALSE,FALSE,2534,25,26,23,,,2019,06/27/2019 4:09:07 PM,,,,
284,11729519,06/20/2019 4:40:00 PM,008XX S SACRAMENTO BLVD,NARCOTICS,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1135,11,28,27,,,2019,06/27/2019 4:09:07 PM,,,,
287,11729578,06/20/2019 4:30:00 PM,046XX N KEDZIE AVE,BATTERY,RESTAURANT,FALSE,FALSE,1713,17,33,14,,,2019,06/27/2019 4:09:07 PM,,,,
288,11735206,06/20/2019 4:30:00 PM,001XX E PEARSON ST,THEFT,OTHER,FALSE,FALSE,1833,18,2,8,,,2019,06/27/2019 4:09:07 PM,,,,
290,11729616,06/20/2019 4:26:00 PM,074XX N ALBANY AVE,THEFT,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2411,24,50,2,,,2019,06/27/2019 4:09:07 PM,,,,
292,11730934,06/20/2019 4:17:00 PM,031XX S CALUMET AVE,DECEPTIVE PRACTICE,OTHER,FALSE,FALSE,211,2,4,35,,,2019,06/27/2019 4:09:07 PM,,,,
293,11729496,06/20/2019 4:17:00 PM,045XX N CLARENDON AVE,BATTERY,STREET,TRUE,FALSE,1914,19,46,3,,,2019,06/27/2019 4:09:07 PM,,,,
294,11730680,06/20/2019 4:15:00 PM,002XX W WASHINGTON ST,DECEPTIVE PRACTICE,CTA TRAIN,FALSE,FALSE,122,1,42,32,,,2019,06/27/2019 4:09:07 PM,,,,
296,11730527,06/20/2019 4:11:00 PM,051XX S MORGAN ST,BATTERY,SIDEWALK,FALSE,FALSE,934,9,20,61,,,2019,06/27/2019 4:09:07 PM,,,,
297,11729517,06/20/2019 4:10:00 PM,048XX W HOMER ST,THEFT,ALLEY,FALSE,FALSE,2533,25,36,19,,,2019,06/27/2019 4:09:07 PM,,,,
298,11729524,06/20/2019 4:09:00 PM,014XX N PARKSIDE AVE,BATTERY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,2531,25,29,25,,,2019,06/27/2019 4:09:07 PM,,,,
299,11729627,06/20/2019 4:08:00 PM,082XX S EBERHART AVE,BATTERY,STREET,TRUE,FALSE,631,6,6,44,,,2019,06/27/2019 4:09:07 PM,,,,
300,11729514,06/20/2019 4:05:00 PM,001XX W DIVISION ST,THEFT,CTA STATION,FALSE,FALSE,1821,18,2,8,,,2019,06/27/2019 4:09:07 PM,,,,
301,11730311,06/20/2019 4:00:00 PM,028XX S STATE ST,THEFT,CONSTRUCTION SITE,FALSE,FALSE,133,1,3,35,,,2019,06/27/2019 4:09:07 PM,,,,
302,11729485,06/20/2019 4:00:00 PM,105XX S MARYLAND AVE,BATTERY,RESIDENCE,FALSE,TRUE,512,5,9,50,,,2019,06/27/2019 4:09:07 PM,,,,
303,11729718,06/20/2019 4:00:00 PM,048XX N CLARK ST,THEFT,CONVENIENCE STORE,FALSE,FALSE,2033,20,47,3,,,2019,06/27/2019 4:09:07 PM,,,,
304,11734344,06/20/2019 4:00:00 PM,130XX S AVENUE N,BURGLARY,RESIDENCE,FALSE,FALSE,433,4,10,55,,,2019,06/27/2019 4:09:07 PM,,,,
306,11729506,06/20/2019 4:00:00 PM,012XX S MICHIGAN AVE,THEFT,RESTAURANT,FALSE,FALSE,131,1,3,33,,,2019,06/27/2019 4:09:07 PM,,,,
308,11729786,06/20/2019 4:00:00 PM,013XX W TAYLOR ST,BURGLARY,APARTMENT,FALSE,FALSE,1231,12,28,28,,,2019,06/27/2019 4:09:07 PM,,,,
309,11731477,06/20/2019 4:00:00 PM,013XX S FEDERAL ST,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,131,1,3,33,,,2019,06/27/2019 4:09:07 PM,,,,
310,11731469,06/20/2019 4:00:00 PM,001XX S MORGAN ST,CRIMINAL TRESPASS,APARTMENT,FALSE,FALSE,1232,12,25,28,,,2019,06/27/2019 4:09:07 PM,,,,
311,11729778,06/20/2019 4:00:00 PM,009XX W 79TH ST,BATTERY,SIDEWALK,FALSE,FALSE,621,6,17,71,,,2019,06/27/2019 4:09:07 PM,,,,
315,11732661,06/20/2019 4:00:00 PM,012XX W LAKE ST,THEFT,OTHER,FALSE,FALSE,1215,12,27,28,,,2019,06/27/2019 4:09:07 PM,,,,
316,11731471,06/20/2019 4:00:00 PM,056XX S BISHOP ST,THEFT,RESIDENCE,FALSE,FALSE,713,7,16,67,,,2019,06/27/2019 4:09:07 PM,,,,
317,11730268,06/20/2019 4:00:00 PM,055XX S EVERETT AVE,THEFT,RESIDENCE,FALSE,FALSE,235,2,5,41,,,2019,06/27/2019 4:09:07 PM,,,,
319,11729768,06/20/2019 4:00:00 PM,100XX W OHARE ST,THEFT,AIRPORT EXTERIOR - NON-SECURE AREA,FALSE,FALSE,1651,16,41,76,,,2019,06/27/2019 4:09:07 PM,,,,
322,11730590,06/20/2019 3:56:00 PM,073XX S HOYNE AVE,BATTERY,ALLEY,FALSE,FALSE,735,7,17,67,,,2019,06/27/2019 4:09:07 PM,,,,
326,11729471,06/20/2019 3:50:00 PM,079XX S ASHLAND AVE,THEFT,SMALL RETAIL STORE,FALSE,FALSE,612,6,21,71,,,2019,06/27/2019 4:09:07 PM,,,,
327,11730285,06/20/2019 3:44:00 PM,035XX E 118TH ST,THEFT,SMALL RETAIL STORE,FALSE,FALSE,433,4,10,55,,,2019,06/27/2019 4:09:07 PM,,,,
329,11730078,06/20/2019 3:40:00 PM,076XX S WABASH AVE,THEFT,STREET,FALSE,FALSE,623,6,6,69,,,2019,06/27/2019 4:09:07 PM,,,,
330,11729446,06/20/2019 3:40:00 PM,042XX W HENDERSON ST,THEFT,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1731,17,30,16,,,2019,06/27/2019 4:09:07 PM,,,,
332,11729693,06/20/2019 3:35:00 PM,017XX W FULLERTON AVE,THEFT,DEPARTMENT STORE,FALSE,FALSE,1931,19,32,7,,,2019,06/27/2019 4:09:07 PM,,,,
334,11731580,06/20/2019 3:34:00 PM,052XX N LINCOLN AVE,THEFT,GROCERY FOOD STORE,FALSE,FALSE,2011,20,40,4,,,2019,06/27/2019 4:09:07 PM,,,,
335,11732384,06/20/2019 3:30:00 PM,035XX W DOUGLAS BLVD,BATTERY,SIDEWALK,FALSE,FALSE,1021,10,24,29,,,2019,06/27/2019 4:09:07 PM,,,,
336,11731613,06/20/2019 3:30:00 PM,030XX W 54TH PL,BURGLARY,RESIDENCE,FALSE,FALSE,923,9,14,63,,,2019,06/27/2019 4:09:07 PM,,,,
337,11730876,06/20/2019 3:30:00 PM,008XX W 72ND ST,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,733,7,6,68,,,2019,06/27/2019 4:09:07 PM,,,,
338,11729661,06/20/2019 3:30:00 PM,008XX S STATE ST,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,123,1,4,32,,,2019,06/27/2019 4:09:07 PM,,,,
340,11730412,06/20/2019 3:30:00 PM,016XX S RACINE AVE,THEFT,RESIDENCE,FALSE,FALSE,1235,12,25,31,,,2019,06/27/2019 4:09:07 PM,,,,
341,11729769,06/20/2019 3:25:00 PM,024XX S DRAKE AVE,BATTERY,ALLEY,FALSE,FALSE,1024,10,22,30,,,2019,06/27/2019 4:09:07 PM,,,,
342,11729515,06/20/2019 3:23:00 PM,046XX W DIVERSEY AVE,NARCOTICS,STREET,TRUE,FALSE,2521,25,31,20,,,2019,06/27/2019 4:09:07 PM,,,,
343,11729593,06/20/2019 3:20:00 PM,027XX W FOSTER AVE,BATTERY,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,2031,20,40,4,,,2019,06/27/2019 4:09:07 PM,,,,
344,11729765,06/20/2019 3:15:00 PM,012XX S INDEPENDENCE BLVD,BATTERY,SIDEWALK,FALSE,FALSE,1011,10,24,29,,,2019,06/27/2019 4:09:07 PM,,,,
347,11729529,06/20/2019 3:08:00 PM,066XX S BELL AVE,WEAPONS VIOLATION,STREET,FALSE,FALSE,832,8,16,66,,,2019,06/27/2019 4:09:07 PM,,,,
349,11730483,06/20/2019 3:00:00 PM,044XX S GREENWOOD AVE,BATTERY,APARTMENT,FALSE,TRUE,222,2,4,39,,,2019,06/27/2019 4:09:07 PM,,,,
350,11731231,06/20/2019 3:00:00 PM,115XX S HALSTED ST,THEFT,STREET,FALSE,FALSE,524,5,34,53,,,2019,06/27/2019 4:09:07 PM,,,,
354,11729732,06/20/2019 3:00:00 PM,089XX S STONY ISLAND AVE,THEFT,OTHER,FALSE,FALSE,413,4,8,48,,,2019,06/27/2019 4:09:07 PM,,,,
355,11729787,06/20/2019 2:52:00 PM,009XX W MONROE ST,THEFT,CONVENIENCE STORE,FALSE,FALSE,1232,12,25,28,,,2019,06/27/2019 4:09:07 PM,,,,
356,11729790,06/20/2019 2:50:00 PM,010XX W RANDOLPH ST,THEFT,SMALL RETAIL STORE,FALSE,FALSE,1224,12,27,28,,,2019,06/27/2019 4:09:07 PM,,,,
359,11729500,06/20/2019 2:45:00 PM,007XX W 50TH ST,BATTERY,STREET,TRUE,FALSE,935,9,20,61,,,2019,06/27/2019 4:09:07 PM,,,,
360,11730738,06/20/2019 2:45:00 PM,012XX N LA SALLE DR,THEFT,RESIDENCE,FALSE,FALSE,1821,18,2,8,,,2019,06/27/2019 4:09:07 PM,,,,
363,11731794,06/20/2019 2:41:00 PM,008XX W NORTH AVE,THEFT,DEPARTMENT STORE,FALSE,FALSE,1822,18,2,8,,,2019,06/27/2019 4:09:07 PM,,,,
364,11729372,06/20/2019 2:40:00 PM,117XX S VINCENNES AVE,NARCOTICS,STREET,TRUE,FALSE,2212,22,34,75,,,2019,06/27/2019 4:09:07 PM,,,,
365,11729479,06/20/2019 2:39:00 PM,005XX E 35TH ST,DECEPTIVE PRACTICE,STREET,FALSE,FALSE,212,2,4,35,,,2019,06/27/2019 4:09:07 PM,,,,
369,11730119,06/20/2019 2:30:00 PM,0000X E LOWER WACKER DR,THEFT,CONSTRUCTION SITE,FALSE,FALSE,111,1,42,32,,,2019,06/27/2019 4:09:07 PM,,,,
370,11729481,06/20/2019 2:30:00 PM,056XX S ASHLAND AVE,BATTERY,SIDEWALK,FALSE,FALSE,713,7,16,67,,,2019,06/27/2019 4:09:07 PM,,,,
371,11730471,06/20/2019 2:30:00 PM,041XX S PULASKI RD,THEFT,DEPARTMENT STORE,FALSE,FALSE,815,8,14,57,,,2019,06/27/2019 4:09:07 PM,,,,
372,11729586,06/20/2019 2:30:00 PM,005XX S STATE ST,THEFT,SIDEWALK,FALSE,FALSE,123,1,4,32,,,2019,06/27/2019 4:09:07 PM,,,,
373,11735984,06/20/2019 2:26:00 PM,012XX W PRATT BLVD,THEFT,OTHER,FALSE,FALSE,2431,24,49,1,,,2019,06/27/2019 4:09:07 PM,,,,
377,11734667,06/20/2019 2:10:00 PM,0000X W WASHINGTON ST,THEFT,OTHER,FALSE,FALSE,111,1,42,32,,,2019,06/27/2019 4:09:07 PM,,,,
380,11729607,06/20/2019 2:00:00 PM,010XX N DEARBORN ST,THEFT,OTHER,FALSE,FALSE,1824,18,2,8,,,2019,06/27/2019 4:09:07 PM,,,,
381,11729749,06/20/2019 2:00:00 PM,0000X E CHICAGO AVE,THEFT,RESTAURANT,FALSE,FALSE,1833,18,42,8,,,2019,06/27/2019 4:09:07 PM,,,,
383,11729744,06/20/2019 2:00:00 PM,005XX S LAVERGNE AVE,THEFT,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,1533,15,29,25,,,2019,06/27/2019 4:09:07 PM,,,,
384,11729650,06/20/2019 2:00:00 PM,0000X S KEDZIE AVE,THEFT,SIDEWALK,FALSE,FALSE,1124,11,28,27,,,2019,06/27/2019 4:09:07 PM,,,,
385,11729528,06/20/2019 2:00:00 PM,109XX S AVENUE M,BATTERY,RESIDENCE,FALSE,FALSE,432,4,10,52,,,2019,06/27/2019 4:09:07 PM,,,,
387,11732942,06/20/2019 1:45:00 PM,006XX S PULASKI RD,THEFT,OTHER,FALSE,FALSE,1132,11,24,26,,,2019,06/27/2019 4:09:07 PM,,,,
388,11729314,06/20/2019 1:45:00 PM,063XX S WESTERN AVE,CRIMINAL TRESPASS,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,825,8,16,66,,,2019,06/27/2019 4:09:07 PM,,,,
389,11729401,06/20/2019 1:40:00 PM,014XX W 17TH ST,BATTERY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1233,12,25,31,,,2019,06/27/2019 4:09:07 PM,,,,
390,11729414,06/20/2019 1:40:00 PM,087XX S LANGLEY AVE,BATTERY,STREET,FALSE,FALSE,632,6,6,44,,,2019,06/27/2019 4:09:07 PM,,,,
391,11729461,06/20/2019 1:39:00 PM,013XX S PULASKI RD,WEAPONS VIOLATION,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1011,10,24,29,,,2019,06/27/2019 4:09:07 PM,,,,
393,11731008,06/20/2019 1:30:00 PM,004XX N SPRINGFIELD AVE,THEFT,APARTMENT,FALSE,FALSE,1122,11,37,23,,,2019,06/27/2019 4:09:07 PM,,,,
394,11729474,06/20/2019 1:30:00 PM,045XX N DOVER ST,BURGLARY,APARTMENT,FALSE,FALSE,1913,19,46,3,,,2019,06/27/2019 4:09:07 PM,,,,
395,11730920,06/20/2019 1:30:00 PM,026XX S HILLOCK AVE,BURGLARY,APARTMENT,FALSE,FALSE,913,9,11,60,,,2019,06/27/2019 4:09:07 PM,,,,
397,11729487,06/20/2019 1:30:00 PM,0000X E JACKSON BLVD,THEFT,RESTAURANT,FALSE,FALSE,113,1,42,32,,,2019,06/27/2019 4:09:07 PM,,,,
399,11729526,06/20/2019 1:20:00 PM,099XX S AVENUE H,BATTERY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,432,4,10,52,,,2019,06/27/2019 4:09:07 PM,,,,
400,11729409,06/20/2019 1:20:00 PM,051XX S ASHLAND AVE,BATTERY,SIDEWALK,FALSE,FALSE,932,9,16,61,,,2019,06/27/2019 4:09:07 PM,,,,
401,11729320,06/20/2019 1:17:00 PM,005XX N LECLAIRE AVE,BATTERY,APARTMENT,FALSE,TRUE,1532,15,37,25,,,2019,06/27/2019 4:09:07 PM,,,,
402,11729288,06/20/2019 1:15:00 PM,0000X E LAKE ST,THEFT,RESTAURANT,FALSE,FALSE,111,1,42,32,,,2019,06/27/2019 4:09:07 PM,,,,
408,11729272,06/20/2019 1:07:00 PM,011XX S CLARK ST,THEFT,SMALL RETAIL STORE,FALSE,FALSE,123,1,4,32,,,2019,06/27/2019 4:09:07 PM,,,,
409,11730037,06/20/2019 1:06:00 PM,103XX S MICHIGAN AVE,THEFT,DRUG STORE,FALSE,FALSE,512,5,9,49,,,2019,06/27/2019 4:09:07 PM,,,,
410,11729564,06/20/2019 1:06:00 PM,075XX N CLARK ST,BATTERY,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,2422,24,49,1,,,2019,06/27/2019 4:09:07 PM,,,,
411,11729463,06/20/2019 1:05:00 PM,0000X W 118TH ST,WEAPONS VIOLATION,STREET,TRUE,FALSE,522,5,34,53,,,2019,06/27/2019 4:09:07 PM,,,,
412,11729337,06/20/2019 1:01:00 PM,040XX S PRAIRIE AVE,NARCOTICS,STREET,TRUE,FALSE,213,2,3,38,,,2019,06/27/2019 4:09:07 PM,,,,
415,11729395,06/20/2019 1:00:00 PM,020XX E 95TH ST,THEFT,SMALL RETAIL STORE,FALSE,FALSE,431,4,7,51,,,2019,06/27/2019 4:09:07 PM,,,,
416,11730827,06/20/2019 1:00:00 PM,071XX S JEFFERY BLVD,BURGLARY,APARTMENT,FALSE,FALSE,333,3,5,43,,,2019,06/27/2019 4:09:07 PM,,,,
418,11729343,06/20/2019 1:00:00 PM,040XX N KEDZIE AVE,THEFT,SMALL RETAIL STORE,FALSE,FALSE,1724,17,33,16,,,2019,06/27/2019 4:09:07 PM,,,,
421,11729258,06/20/2019 1:00:00 PM,054XX S HAMLIN AVE,THEFT,STREET,FALSE,FALSE,822,8,23,62,,,2019,06/27/2019 4:09:07 PM,,,,
423,11729342,06/20/2019 1:00:00 PM,040XX N KEDZIE AVE,DECEPTIVE PRACTICE,SMALL RETAIL STORE,FALSE,FALSE,1724,17,33,16,,,2019,06/27/2019 4:09:07 PM,,,,
424,11729438,06/20/2019 1:00:00 PM,093XX S LOWE AVE,BATTERY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,2223,22,21,73,,,2019,06/27/2019 4:09:07 PM,,,,
426,11729423,06/20/2019 1:00:00 PM,012XX W LELAND AVE,CRIMINAL TRESPASS,CHA PARKING LOT/GROUNDS,FALSE,FALSE,1913,19,46,3,,,2019,06/27/2019 4:09:07 PM,,,,
427,11729256,06/20/2019 12:55:00 PM,038XX W MONROE ST,NARCOTICS,SIDEWALK,TRUE,FALSE,1122,11,28,26,,,2019,06/27/2019 4:09:07 PM,,,,
429,11730108,06/20/2019 12:49:00 PM,002XX S LA SALLE ST,DECEPTIVE PRACTICE,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,122,1,42,32,,,2019,06/27/2019 4:09:07 PM,,,,
431,11729217,06/20/2019 12:42:00 PM,048XX S CICERO AVE,THEFT,SMALL RETAIL STORE,FALSE,FALSE,814,8,22,56,,,2019,06/27/2019 4:09:07 PM,,,,
432,11729432,06/20/2019 12:39:00 PM,049XX W MONTROSE AVE,WEAPONS VIOLATION,SIDEWALK,TRUE,FALSE,1623,16,45,15,,,2019,06/27/2019 4:09:07 PM,,,,
433,11729430,06/20/2019 12:38:00 PM,017XX W SUMMERDALE AVE,THEFT,APARTMENT,FALSE,FALSE,2012,20,40,77,,,2019,06/27/2019 4:09:07 PM,,,,
434,11729290,06/20/2019 12:35:00 PM,019XX S TRUMBULL AVE,NARCOTICS,STREET,TRUE,FALSE,1024,10,24,29,,,2019,06/27/2019 4:09:07 PM,,,,
435,11729378,06/20/2019 12:35:00 PM,030XX N HALSTED ST,THEFT,CONVENIENCE STORE,FALSE,FALSE,1934,19,44,6,,,2019,06/27/2019 4:09:07 PM,,,,
437,11729318,06/20/2019 12:30:00 PM,039XX W 79TH ST,BATTERY,"SCHOOL, PUBLIC, GROUNDS",TRUE,FALSE,834,8,18,70,,,2019,06/27/2019 4:09:07 PM,,,,
438,11729468,06/20/2019 12:30:00 PM,001XX W ADAMS ST,DECEPTIVE PRACTICE,RESTAURANT,FALSE,FALSE,122,1,42,32,,,2019,06/27/2019 4:09:07 PM,,,,
440,11729441,06/20/2019 12:30:00 PM,001XX W ADAMS ST,THEFT,RESTAURANT,FALSE,FALSE,122,1,42,32,,,2019,06/27/2019 4:09:07 PM,,,,
441,11729285,06/20/2019 12:30:00 PM,075XX S SOUTH SHORE DR,THEFT,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,421,4,7,43,,,2019,06/27/2019 4:09:07 PM,,,,
444,11729212,06/20/2019 12:16:00 PM,001XX N WELLS ST,THEFT,CTA PLATFORM,FALSE,FALSE,122,1,42,32,,,2019,06/27/2019 4:09:07 PM,,,,
450,11729280,06/20/2019 12:03:00 PM,001XX S MICHIGAN AVE,THEFT,DRUG STORE,FALSE,FALSE,112,1,42,32,,,2019,06/27/2019 4:09:07 PM,,,,
451,11729354,06/20/2019 12:00:00 PM,057XX S KEDZIE AVE,DECEPTIVE PRACTICE,GROCERY FOOD STORE,FALSE,FALSE,822,8,23,63,,,2019,06/27/2019 4:09:07 PM,,,,
452,11731010,06/20/2019 12:00:00 PM,018XX N RIDGEWAY AVE,THEFT,STREET,FALSE,FALSE,2535,25,26,22,,,2019,06/27/2019 4:09:07 PM,,,,
453,11729324,06/20/2019 12:00:00 PM,027XX W 41ST ST,BATTERY,PARK PROPERTY,FALSE,FALSE,921,9,12,58,,,2019,06/27/2019 4:09:07 PM,,,,
454,11729296,06/20/2019 12:00:00 PM,003XX E 35TH ST,THEFT,SMALL RETAIL STORE,FALSE,FALSE,212,2,3,35,,,2019,06/27/2019 4:09:07 PM,,,,
456,11733528,06/20/2019 12:00:00 PM,060XX S GREEN ST,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,712,7,16,68,,,2019,06/27/2019 4:09:07 PM,,,,
458,11729477,06/20/2019 12:00:00 PM,082XX S SANGAMON ST,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,613,6,21,71,,,2019,06/27/2019 4:09:07 PM,,,,
459,11730044,06/20/2019 12:00:00 PM,010XX E 72ND ST,BATTERY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,324,3,5,69,,,2019,06/27/2019 4:09:07 PM,,,,
460,11729257,06/20/2019 11:55:00 AM,089XX S ASHLAND AVE,NARCOTICS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,2221,22,21,73,,,2019,06/27/2019 4:09:07 PM,,,,
461,11729255,06/20/2019 11:55:00 AM,010XX N MONTICELLO AVE,NARCOTICS,STREET,TRUE,FALSE,1112,11,27,23,,,2019,06/27/2019 4:09:07 PM,,,,
465,11729271,06/20/2019 11:40:00 AM,051XX W FULTON ST,NARCOTICS,SIDEWALK,TRUE,FALSE,1532,15,28,25,,,2019,06/27/2019 4:09:07 PM,,,,
468,11729229,06/20/2019 11:35:00 AM,051XX W FULTON ST,NARCOTICS,SIDEWALK,TRUE,FALSE,1532,15,28,25,,,2019,06/27/2019 4:09:07 PM,,,,
470,11729397,06/20/2019 11:30:00 AM,012XX S ASHLAND AVE,DECEPTIVE PRACTICE,BANK,FALSE,FALSE,1233,12,28,28,,,2019,06/27/2019 4:09:07 PM,,,,
471,11729287,06/20/2019 11:30:00 AM,071XX S SOUTH CHICAGO AVE,BATTERY,RESIDENCE,TRUE,FALSE,323,3,5,69,,,2019,06/27/2019 4:09:07 PM,,,,
472,11729190,06/20/2019 11:30:00 AM,006XX W 61ST ST,THEFT,STREET,FALSE,FALSE,711,7,16,68,,,2019,06/27/2019 4:09:07 PM,,,,
474,11729352,06/20/2019 11:29:00 AM,054XX N CAMPBELL AVE,THEFT,STREET,TRUE,FALSE,2011,20,40,4,,,2019,06/27/2019 4:09:07 PM,,,,
475,11729265,06/20/2019 11:28:00 AM,051XX W FOSTER AVE,CRIMINAL TRESPASS,RESIDENCE,TRUE,FALSE,1623,16,45,11,,,2019,06/27/2019 4:09:07 PM,,,,
478,11729112,06/20/2019 11:23:00 AM,008XX N HOMAN AVE,NARCOTICS,SIDEWALK,TRUE,FALSE,1121,11,27,23,,,2019,06/27/2019 4:09:07 PM,,,,
480,11729197,06/20/2019 11:18:00 AM,011XX S DELANO CT E,THEFT,DEPARTMENT STORE,FALSE,FALSE,123,1,25,32,,,2019,06/27/2019 4:09:07 PM,,,,
483,11729310,06/20/2019 11:10:00 AM,080XX S WESTERN AVE,THEFT,OTHER,TRUE,FALSE,835,8,18,70,,,2019,06/27/2019 4:09:07 PM,,,,
484,11729193,06/20/2019 11:08:00 AM,001XX S PARKSIDE AVE,BATTERY,SIDEWALK,FALSE,TRUE,1513,15,29,25,,,2019,06/27/2019 4:09:07 PM,,,,
